iter	Passed	Remaining
229	337	1129
230	338	1125
231	338	1121
232	339	1118
233	340	1114
234	341	1110
235	342	1107
236	342	1103
237	343	1101
238	344	1097
239	345	1094
240	346	1091
241	347	1089
242	348	1086
243	349	1083
244	350	1080
245	351	1076
246	352	1073
247	352	1069
248	353	1066
249	354	1063
250	355	1059
251	355	1056
252	356	1053
253	357	1049
254	358	1046
255	359	1044
256	360	1041
257	361	1038
258	362	1035
259	362	1033
260	363	1029
261	364	1026
262	365	1023
263	366	1020
264	367	1018
265	367	1015
266	368	1012
267	369	1010
268	370	1007
269	371	1004
270	374	1006
271	376	1006
272	377	1004
273	378	1002
274	379	1000
275	380	998
276	381	995
277	382	992
278	383	990
279	383	987
280	384	984
281	385	981
282	386	978
283	386	975
284	387	973
285	389	972
286	390	969
287	391	967
288	392	964
289	392	961
290	393	959
291	394	956
292	395	954
293	396	951
294	397	948
295	397	946
296	398	943
297	399	940
298	400	937
299	400	935
300	401	933
301	402	930
302	404	930
303	405	927
304	406	925
305	407	923
306	407	920
307	408	918
308	409	916
309	410	913
310	411	911
311	412	908
312	412	906
313	413	903
314	414	901
315	415	898
316	416	896
317	416	894
318	417	891
319	419	891
320	420	889
321	421	886
322	421	884
323	422	881
324	423	880
325	424	877
326	425	875
327	426	873
328	426	870
329	427	868
330	428	866
331	429	863
332	430	861
333	431	859
334	431	857
335	432	854
336	434	854
337	435	852
338	436	850
339	437	848
340	438	846
341	438	844
342	439	842
343	440	839
344	441	837
345	441	835
346	442	833
347	443	830
348	444	828
349	445	826
350	445	824
351	446	822
352	447	820
353	449	820
354	450	817
355	450	815
356	451	813
357	452	812
358	453	809
359	454	807
360	455	805
361	455	803
362	456	801
363	457	799
364	458	797
365	459	795
366	460	793
367	460	791
368	461	789
369	462	787
370	463	786
371	464	784
372	465	782
373	466	781
374	467	779
375	468	777
376	469	775
377	470	773
378	470	771
379	471	769
380	472	767
381	473	765
382	474	763
383	474	761
384	475	759
385	476	757
386	477	756
387	478	755
388	479	753
389	480	751
390	481	749
391	482	747
392	483	746
393	483	744
394	484	742
395	485	740
396	486	738
397	486	736
398	487	734
399	488	732
400	489	730
401	490	729
402	490	727
403	491	725
404	493	725
405	494	723
406	496	723
407	497	721
408	498	719
409	498	718
410	499	716
411	500	714
412	501	712
413	502	711
414	503	709
415	503	707
416	504	705
417	505	703
418	506	701
419	506	699
420	508	699
421	509	698
422	510	696
423	511	694
424	512	693
425	513	691
426	513	689
427	514	687
428	515	686
429	516	684
430	517	682
431	517	680
432	518	679
433	519	677
434	520	675
435	521	674
436	523	674
437	524	672
438	525	670
439	526	670
440	527	668
441	529	668
442	530	667
443	531	666
444	532	664
445	533	662
446	534	661
447	535	659
448	536	657
449	538	657
450	539	656
451	539	654
452	540	653
453	541	651
454	542	649
455	543	648
456	544	646
457	545	645
458	546	644
459	547	642
460	548	641
461	550	640
462	551	639
463	553	639
464	554	637
465	555	636
466	556	634
467	557	633
468	557	631
469	558	630
470	559	628
471	560	626
472	560	624
473	561	623
474	562	621
475	563	620
476	563	618
477	564	616
478	565	615
479	566	613
480	567	612
481	568	610
482	569	609
483	570	607
484	571	606
485	571	604
486	572	603
487	573	601
488	574	599
489	574	598
490	575	596
491	576	595
492	577	593
493	578	592
494	578	590
495	579	588
496	580	587
497	581	585
498	582	584
499	583	583
500	584	581
501	584	580
502	585	578
503	586	577
504	587	575
505	587	573
506	588	572
507	589	570
508	590	569
509	590	567
510	591	566
511	592	564
512	593	563
513	594	561
514	594	560
515	595	558
516	596	557
517	597	556
518	598	554
519	599	553
520	599	551
521	600	550
522	601	548
523	602	547
524	603	545
525	603	544
526	604	542
527	605	541
528	606	539
529	606	538
530	607	536
531	608	535
532	609	533
533	609	532
534	610	530
535	611	529
536	612	528
537	613	526
538	614	525
539	615	523
540	615	522
541	616	521
542	617	519
543	618	518
544	618	516
545	619	515
546	620	513
547	621	512
548	621	510
549	622	509
550	623	507
551	624	506
552	624	505
553	625	503
554	627	502
555	628	501
556	628	500
557	629	498
558	630	497
559	631	495
560	631	494
561	632	492
562	633	491
563	634	490
564	634	488
565	635	487
566	636	485
567	637	484
568	637	483
569	638	481
570	639	480
571	640	478
572	640	477
573	641	476
574	642	475
575	643	473
576	644	472
577	645	471
578	646	470
579	647	468
580	648	467
581	648	466
582	649	464
583	650	463
584	651	461
585	651	460
586	652	459
587	653	457
588	654	456
589	655	455
590	656	454
591	657	452
592	657	451
593	658	450
594	659	448
595	660	447
596	661	446
597	661	444
598	662	443
599	663	442
600	664	440
601	664	439
602	665	438
603	666	436
604	667	435
605	667	434
606	668	432
607	669	431
608	670	430
609	671	429
610	672	428
611	673	426
612	673	425
613	674	424
614	675	422
615	676	421
616	677	420
617	677	419
618	678	417
619	679	416
620	680	415
621	681	413
622	681	412
623	682	411
624	683	410
625	684	408
626	684	407
627	686	406
628	687	405
629	687	404
630	688	402
631	689	401
632	690	400
633	691	399
634	691	397
635	692	396
636	693	395
637	694	393
638	694	392
639	695	391
640	696	390
641	697	388
642	697	387
643	698	386
644	699	385
645	700	384
646	701	382
647	702	381
648	703	380
649	704	379
650	705	378
651	706	377
652	707	375
653	708	374
654	708	373
655	709	372
656	710	370
657	711	369
658	712	368
659	712	367
660	713	366
661	714	364
662	715	363
663	716	362
664	717	361
665	718	360
666	719	359
667	720	357
668	720	356
669	721	355
670	722	354
671	723	352
672	723	351
673	724	350
674	725	349
675	726	348
676	727	346
677	727	345
678	728	344
679	729	343
680	730	342
681	731	341
682	733	340
683	734	339
684	736	338
685	737	337
686	737	336
687	738	334
688	739	333
689	740	332
690	740	331
691	741	330
692	742	328
693	743	327
694	744	326
695	745	325
696	746	324
697	747	323
698	748	322
699	749	321
700	750	320
701	751	319
702	752	317
703	753	316
704	754	315
705	754	314
706	755	313
707	756	311
708	757	310
709	757	309
710	758	308
711	759	307
712	761	306
713	761	305
714	762	304
715	763	302
716	764	301
717	765	300
718	766	299
719	766	298
720	767	297
721	768	295
722	769	294
723	769	293
724	770	292
725	771	291
726	772	290
727	773	289
728	775	288
729	776	287
730	777	285
731	777	284
732	778	283
733	779	282
734	780	281
735	781	280
736	782	279
737	783	278
738	783	276
739	784	275
740	785	274
741	786	273
742	787	272
743	788	271
744	788	270
745	790	269
746	791	268
747	792	266
748	792	265
749	794	264
750	794	263
751	795	262
752	796	261
753	797	260
754	798	258
755	798	257
756	799	256
757	800	255
758	801	254
759	802	253
760	803	252
761	803	251
762	805	250
763	806	249
764	807	248
765	808	247
766	809	245
767	810	244
768	810	243
769	811	242
770	812	241
771	813	240
772	813	239
773	814	237
774	815	236
775	816	235
776	817	234
777	818	233
778	818	232
779	820	231
780	821	230
781	822	229
782	823	228
783	824	227
784	824	225
785	825	224
786	826	223
787	827	222
788	827	221
789	828	220
790	829	219
791	830	218
792	831	217
793	832	215
794	833	214
795	833	213
796	835	212
797	836	211
798	837	210
799	838	209
800	839	208
801	840	207
802	841	206
803	842	205
804	842	204
805	843	203
806	844	202
807	845	200
808	846	199
809	847	198
810	847	197
811	848	196
812	849	195
813	851	194
814	852	193
815	853	192
816	854	191
817	855	190
818	855	189
819	856	188
820	857	186
821	858	185
822	859	184
823	860	183
824	861	182
825	861	181
826	862	180
827	863	179
828	864	178
829	865	177
830	866	176
831	867	175
832	868	174
833	869	172
834	869	171
835	870	170
836	871	169
837	872	168
838	873	167
839	874	166
840	874	165
841	875	164
842	876	163
843	877	162
844	878	161
845	879	160
846	880	159
847	881	157
848	882	156
849	883	155
850	883	154
851	884	153
852	885	152
853	886	151
854	888	150
855	888	149
856	889	148
857	890	147
858	891	146
859	892	145
860	894	144
861	895	143
862	896	142
863	897	141
864	898	140
865	899	139
866	900	138
867	901	137
868	902	136
869	903	134
870	904	133
871	905	132
872	905	131
873	906	130
874	907	129
875	908	128
876	909	127
877	910	126
878	911	125
879	912	124
880	913	123
881	914	122
882	915	121
883	916	120
884	917	119
885	918	118
886	919	117
887	919	116
888	921	114
889	923	114
890	924	113
891	925	112
892	926	110
893	927	109
894	928	108
895	929	107
896	930	106
897	931	105
898	932	104
899	932	103
900	933	102
901	934	101
902	935	100
903	936	99
904	938	98
905	939	97
906	940	96
907	940	95
908	941	94
909	943	93
910	943	92
911	944	91
912	945	90
913	946	89
914	947	88
915	948	86
916	948	85
917	949	84
918	950	83
919	952	82
920	953	81
921	954	80
922	955	79
923	956	78
924	957	77
925	958	76
926	959	75
927	960	74
928	963	73
929	964	72
930	965	71
931	968	70
932	969	69
933	970	68
934	972	67
935	973	66
936	974	65
937	975	64
938	975	63
939	977	62
940	978	61
941	980	60
942	988	59
943	989	58
944	990	57
945	991	56
946	992	55
947	993	54
948	994	53
949	995	52
950	996	51
951	997	50
952	999	49
953	1002	48
954	1004	47
955	1006	46
956	1009	45
957	1014	44
958	1016	43
959	1017	42
960	1019	41
961	1020	40
962	1022	39
963	1023	38
964	1025	37
965	1028	36
966	1029	35
967	1030	34
968	1031	32
969	1032	31
970	1033	30
971	1034	29
972	1035	28
973	1036	27
974	1038	26
975	1039	25
976	1040	24
977	1041	23
978	1043	22
979	1049	21
980	1050	20
981	1051	19
982	1052	18
983	1054	17
984	1070	16
985	1074	15
986	1080	14
987	1084	13
988	1090	12
989	1092	11
990	1095	9
991	1097	8
992	1098	7
993	1100	6
994	1101	5
995	1102	4
996	1104	3
997	1106	2
998	1107	1
999	1112	0
